data,meta_data
"{'badges': [{'label': 'Garten', 'value': 'GARDEN'}, {'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '630c763a2c839701218bdd9e', 'links': {'targetURL': '/expose/630c763a2c839701218bdd9e'}, 'priceKeyFacts': [{'value': '928,95 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '43 m²', 'label': 'Fläche'}, {'value': '7', 'label': 'Etage'}]}","{'full_address': 'Handelskai 98-100, 1200 Wien', 'description': 'AM DONAUKAI – EIN WOHNJUWEL AM WASSER – PROVISIONSFREIER NEUBAUTRAUM! - JETZT ZUSCHLAGEN', 'devproject_link': 'http://www.immobilienscout24.at/expose/62d6563f1ece5c725d1e12ab', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.30034494400024414, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '630e2c7a9cdd4cf4a96c426f', 'links': {'targetURL': '/expose/630e2c7a9cdd4cf4a96c426f'}, 'priceKeyFacts': [{'value': '625 €', 'label': None}], 'mainKeyFacts': [{'value': '1', 'label': 'Zimmer'}, {'value': '33,67 m²', 'label': 'Fläche'}, {'value': '2', 'label': 'Etage'}]}","{'full_address': 'Spallartgasse 21-23, 1140 Wien', 'description': 'THEO´s – Willkommen im Park – Spallart 21-23', 'devproject_link': 'http://www.immobilienscout24.at/expose/630e2c7f6650ea9b437a1a37', 'contact': 'Nikola Todorovic', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.2998960018157959, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '63077c728a9d4ae1b2b61984', 'links': {'targetURL': '/expose/63077c728a9d4ae1b2b61984'}, 'priceKeyFacts': [{'value': '825 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '42,58 m²', 'label': 'Fläche'}, {'value': '4', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '63077c728a9d4ae1b2b61987', 'links': {'targetURL': '/expose/63077c728a9d4ae1b2b61987'}, 'priceKeyFacts': [{'value': '825 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '42,58 m²', 'label': 'Fläche'}, {'value': '4', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '63077c7d8a9d4ae1b2b61a4b', 'links': {'targetURL': '/expose/63077c7d8a9d4ae1b2b61a4b'}, 'priceKeyFacts': [{'value': '925 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '42,58 m²', 'label': 'Fläche'}, {'value': '6', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '63077c6f638ec447447c6ccd', 'links': {'targetURL': '/expose/63077c6f638ec447447c6ccd'}, 'priceKeyFacts': [{'value': '849 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '42,58 m²', 'label': 'Fläche'}, {'value': '5', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '631da9b98df937ec9932e97d', 'links': {'targetURL': '/expose/631da9b98df937ec9932e97d'}, 'priceKeyFacts': [{'value': '848,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '42,58 m²', 'label': 'Fläche'}, {'value': '5', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '6305fd4ca96b146c742a4ff0', 'links': {'targetURL': '/expose/6305fd4ca96b146c742a4ff0'}, 'priceKeyFacts': [{'value': '799 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '48,47 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '630377122d67f84cd0c8fa85', 'links': {'targetURL': '/expose/630377122d67f84cd0c8fa85'}, 'priceKeyFacts': [{'value': '849 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '42,7 m²', 'label': 'Fläche'}, {'value': '3', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '6303770f2d67f84cd0c8f975', 'links': {'targetURL': '/expose/6303770f2d67f84cd0c8f975'}, 'priceKeyFacts': [{'value': '849 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '42,91 m²', 'label': 'Fläche'}, {'value': '4', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '6304e747a23dc3a3a4b775ad', 'links': {'targetURL': '/expose/6304e747a23dc3a3a4b775ad'}, 'priceKeyFacts': [{'value': '875 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '42,91 m²', 'label': 'Fläche'}, {'value': '5', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '62fc15a1b73dda8d61368b7a', 'links': {'targetURL': '/expose/62fc15a1b73dda8d61368b7a'}, 'priceKeyFacts': [{'value': '849 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '44,22 m²', 'label': 'Fläche'}, {'value': '2', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '6303770e3496e84e2ac11c2e', 'links': {'targetURL': '/expose/6303770e3496e84e2ac11c2e'}, 'priceKeyFacts': [{'value': '875 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '44,65 m²', 'label': 'Fläche'}, {'value': '4', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '630377112d67f84cd0c8fa34', 'links': {'targetURL': '/expose/630377112d67f84cd0c8fa34'}, 'priceKeyFacts': [{'value': '875 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '44,65 m²', 'label': 'Fläche'}, {'value': '3', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '6304e743a23dc3a3a4b77567', 'links': {'targetURL': '/expose/6304e743a23dc3a3a4b77567'}, 'priceKeyFacts': [{'value': '875 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '44,65 m²', 'label': 'Fläche'}, {'value': '5', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '6305fd49f10f9119e13e7604', 'links': {'targetURL': '/expose/6305fd49f10f9119e13e7604'}, 'priceKeyFacts': [{'value': '775,01 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '47,73 m²', 'label': 'Fläche'}, {'value': '2', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '630f8f90a48eb34ec70fd1c4', 'links': {'targetURL': '/expose/630f8f90a48eb34ec70fd1c4'}, 'priceKeyFacts': [{'value': '798,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '47,76 m²', 'label': 'Fläche'}, {'value': '4', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '63077c788a9d4ae1b2b619f7', 'links': {'targetURL': '/expose/63077c788a9d4ae1b2b619f7'}, 'priceKeyFacts': [{'value': '775,01 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '47,78 m²', 'label': 'Fläche'}, {'value': '3', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '631f5a908347fd8f9853d3da', 'links': {'targetURL': '/expose/631f5a908347fd8f9853d3da'}, 'priceKeyFacts': [{'value': '798,99 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '47,79 m²', 'label': 'Fläche'}, {'value': '5', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '6304e743f9daa5a37f71688f', 'links': {'targetURL': '/expose/6304e743f9daa5a37f71688f'}, 'priceKeyFacts': [{'value': '949 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '46,22 m²', 'label': 'Fläche'}, {'value': '6', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '630377132d67f84cd0c8fab2', 'links': {'targetURL': '/expose/630377132d67f84cd0c8fab2'}, 'priceKeyFacts': [{'value': '899 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,48 m²', 'label': 'Fläche'}, {'value': '2', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '6305fd48a96b146c742a4fba', 'links': {'targetURL': '/expose/6305fd48a96b146c742a4fba'}, 'priceKeyFacts': [{'value': '799 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,94 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '6305fd49f10f9119e13e75fe', 'links': {'targetURL': '/expose/6305fd49f10f9119e13e75fe'}, 'priceKeyFacts': [{'value': '799 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,94 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '6306008ca96b146c742a74b2', 'links': {'targetURL': '/expose/6306008ca96b146c742a74b2'}, 'priceKeyFacts': [{'value': '799 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,94 m²', 'label': 'Fläche'}, {'value': '2', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '6306008df10f9119e13e9ba1', 'links': {'targetURL': '/expose/6306008df10f9119e13e9ba1'}, 'priceKeyFacts': [{'value': '799 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,94 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '6306008da96b146c742a74ee', 'links': {'targetURL': '/expose/6306008da96b146c742a74ee'}, 'priceKeyFacts': [{'value': '799 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,94 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_GARAGE'}], 'exposeId': '63077c77638ec447447c6d4a', 'links': {'targetURL': '/expose/63077c77638ec447447c6d4a'}, 'priceKeyFacts': [{'value': '825 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,94 m²', 'label': 'Fläche'}, {'value': '3', 'label': 'Etage'}]}","{'full_address': 'Dresdner Straße 17-19, 1200 Wien', 'description': 'BRIGITTE NOW – moderner Neubau/Erstbezug Nähe U-Bahn', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fc15a3c978661a4a8c6ca2', 'contact': 'Paul Bichelhuber', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.26190686225891113, 'depth': 0}"
"{'badges': [{'label': 'Garten', 'value': 'GARDEN'}, {'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '6303770b2d67f84cd0c8f7ef', 'links': {'targetURL': '/expose/6303770b2d67f84cd0c8f7ef'}, 'priceKeyFacts': [{'value': '948,98 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '43,41 m²', 'label': 'Fläche'}, {'value': '7', 'label': 'Etage'}]}","{'full_address': 'Handelskai 98-100, 1200 Wien', 'description': 'AM DONAUKAI – EIN WOHNJUWEL AM WASSER – PROVISIONSFREIER NEUBAUTRAUM! - JETZT ZUSCHLAGEN', 'devproject_link': 'http://www.immobilienscout24.at/expose/62d6563f1ece5c725d1e12ab', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.30034494400024414, 'depth': 0}"
"{'badges': [{'label': 'Garten', 'value': 'GARDEN'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '630c763db51aed5387eaef81', 'links': {'targetURL': '/expose/630c763db51aed5387eaef81'}, 'priceKeyFacts': [{'value': '869 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '43,49 m²', 'label': 'Fläche'}, {'value': '3', 'label': 'Etage'}]}","{'full_address': 'Handelskai 98-100, 1200 Wien', 'description': 'AM DONAUKAI – EIN WOHNJUWEL AM WASSER – PROVISIONSFREIER NEUBAUTRAUM! - JETZT ZUSCHLAGEN', 'devproject_link': 'http://www.immobilienscout24.at/expose/62d6563f1ece5c725d1e12ab', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.30034494400024414, 'depth': 0}"
