data,meta_data
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '6305f936f10f9119e13e4785', 'links': {'targetURL': '/expose/6305f936f10f9119e13e4785'}, 'priceKeyFacts': [{'value': '769,73 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,37 m²', 'label': 'Fläche'}, {'value': '2', 'label': 'Etage'}]}","{'full_address': 'Bertha-von-Suttner-Gasse 10a-12a, 1220 Wien', 'description': 'ALLES NEU – Ihr Wohntraum in frischer Umgebung – PROVISIONSFREI + 2 Monatsmieten geschenkt!', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fb90bfc978661a4a89acd5', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.29163384437561035, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '6304e74ca23dc3a3a4b7760d', 'links': {'targetURL': '/expose/6304e74ca23dc3a3a4b7760d'}, 'priceKeyFacts': [{'value': '789,67 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,37 m²', 'label': 'Fläche'}, {'value': '4', 'label': 'Etage'}]}","{'full_address': 'Bertha-von-Suttner-Gasse 10a-12a, 1220 Wien', 'description': 'ALLES NEU – Ihr Wohntraum in frischer Umgebung – PROVISIONSFREI + 2 Monatsmieten geschenkt!', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fb90bfc978661a4a89acd5', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.29163384437561035, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '6304e749f9daa5a37f71690d', 'links': {'targetURL': '/expose/6304e749f9daa5a37f71690d'}, 'priceKeyFacts': [{'value': '799,49 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,74 m²', 'label': 'Fläche'}, {'value': '5', 'label': 'Etage'}]}","{'full_address': 'Bertha-von-Suttner-Gasse 10a-12a, 1220 Wien', 'description': 'ALLES NEU – Ihr Wohntraum in frischer Umgebung – PROVISIONSFREI + 2 Monatsmieten geschenkt!', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fb90bfc978661a4a89acd5', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.29163384437561035, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '6304e74af9daa5a37f71691d', 'links': {'targetURL': '/expose/6304e74af9daa5a37f71691d'}, 'priceKeyFacts': [{'value': '799,6 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,78 m²', 'label': 'Fläche'}, {'value': '5', 'label': 'Etage'}]}","{'full_address': 'Bertha-von-Suttner-Gasse 10a-12a, 1220 Wien', 'description': 'ALLES NEU – Ihr Wohntraum in frischer Umgebung – PROVISIONSFREI + 2 Monatsmieten geschenkt!', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fb90bfc978661a4a89acd5', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.29163384437561035, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '6305f935a96b146c742a20e7', 'links': {'targetURL': '/expose/6305f935a96b146c742a20e7'}, 'priceKeyFacts': [{'value': '779,48 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,78 m²', 'label': 'Fläche'}, {'value': '3', 'label': 'Etage'}]}","{'full_address': 'Bertha-von-Suttner-Gasse 10a-12a, 1220 Wien', 'description': 'ALLES NEU – Ihr Wohntraum in frischer Umgebung – PROVISIONSFREI + 2 Monatsmieten geschenkt!', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fb90bfc978661a4a89acd5', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.29163384437561035, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '6305f934f10f9119e13e4765', 'links': {'targetURL': '/expose/6305f934f10f9119e13e4765'}, 'priceKeyFacts': [{'value': '779,48 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,78 m²', 'label': 'Fläche'}, {'value': '3', 'label': 'Etage'}]}","{'full_address': 'Bertha-von-Suttner-Gasse 10a-12a, 1220 Wien', 'description': 'ALLES NEU – Ihr Wohntraum in frischer Umgebung – PROVISIONSFREI + 2 Monatsmieten geschenkt!', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fb90bfc978661a4a89acd5', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.29163384437561035, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '6305f936f10f9119e13e4788', 'links': {'targetURL': '/expose/6305f936f10f9119e13e4788'}, 'priceKeyFacts': [{'value': '769,69 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,78 m²', 'label': 'Fläche'}, {'value': '2', 'label': 'Etage'}]}","{'full_address': 'Bertha-von-Suttner-Gasse 10a-12a, 1220 Wien', 'description': 'ALLES NEU – Ihr Wohntraum in frischer Umgebung – PROVISIONSFREI + 2 Monatsmieten geschenkt!', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fb90bfc978661a4a89acd5', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.29163384437561035, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '6305f936a96b146c742a20fc', 'links': {'targetURL': '/expose/6305f936a96b146c742a20fc'}, 'priceKeyFacts': [{'value': '769,69 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,78 m²', 'label': 'Fläche'}, {'value': '2', 'label': 'Etage'}]}","{'full_address': 'Bertha-von-Suttner-Gasse 10a-12a, 1220 Wien', 'description': 'ALLES NEU – Ihr Wohntraum in frischer Umgebung – PROVISIONSFREI + 2 Monatsmieten geschenkt!', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fb90bfc978661a4a89acd5', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.29163384437561035, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '6305f937f10f9119e13e47c0', 'links': {'targetURL': '/expose/6305f937f10f9119e13e47c0'}, 'priceKeyFacts': [{'value': '759,91 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,78 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Bertha-von-Suttner-Gasse 10a-12a, 1220 Wien', 'description': 'ALLES NEU – Ihr Wohntraum in frischer Umgebung – PROVISIONSFREI + 2 Monatsmieten geschenkt!', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fb90bfc978661a4a89acd5', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.29163384437561035, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '6304e74cf9daa5a37f716939', 'links': {'targetURL': '/expose/6304e74cf9daa5a37f716939'}, 'priceKeyFacts': [{'value': '789,81 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,78 m²', 'label': 'Fläche'}, {'value': '4', 'label': 'Etage'}]}","{'full_address': 'Bertha-von-Suttner-Gasse 10a-12a, 1220 Wien', 'description': 'ALLES NEU – Ihr Wohntraum in frischer Umgebung – PROVISIONSFREI + 2 Monatsmieten geschenkt!', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fb90bfc978661a4a89acd5', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.29163384437561035, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '6304e74bf9daa5a37f716931', 'links': {'targetURL': '/expose/6304e74bf9daa5a37f716931'}, 'priceKeyFacts': [{'value': '789,81 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '45,78 m²', 'label': 'Fläche'}, {'value': '4', 'label': 'Etage'}]}","{'full_address': 'Bertha-von-Suttner-Gasse 10a-12a, 1220 Wien', 'description': 'ALLES NEU – Ihr Wohntraum in frischer Umgebung – PROVISIONSFREI + 2 Monatsmieten geschenkt!', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fb90bfc978661a4a89acd5', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.29163384437561035, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '62fe3170249019a4c6cd5479', 'links': {'targetURL': '/expose/62fe3170249019a4c6cd5479'}, 'priceKeyFacts': [{'value': '789,81 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '44,82 m²', 'label': 'Fläche'}, {'value': '6', 'label': 'Etage'}]}","{'full_address': 'Bertha-von-Suttner-Gasse 10a-12a, 1220 Wien', 'description': 'ALLES NEU – Ihr Wohntraum in frischer Umgebung – PROVISIONSFREI + 2 Monatsmieten geschenkt!', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fb90bfc978661a4a89acd5', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.29163384437561035, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '62fccd1c610373b955249723', 'links': {'targetURL': '/expose/62fccd1c610373b955249723'}, 'priceKeyFacts': [{'value': '769,88 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '44,82 m²', 'label': 'Fläche'}, {'value': '3', 'label': 'Etage'}]}","{'full_address': 'Bertha-von-Suttner-Gasse 10a-12a, 1220 Wien', 'description': 'ALLES NEU – Ihr Wohntraum in frischer Umgebung – PROVISIONSFREI + 2 Monatsmieten geschenkt!', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fb90bfc978661a4a89acd5', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.29163384437561035, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '62fccd1c610373b955249720', 'links': {'targetURL': '/expose/62fccd1c610373b955249720'}, 'priceKeyFacts': [{'value': '769,88 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '44,82 m²', 'label': 'Fläche'}, {'value': '3', 'label': 'Etage'}]}","{'full_address': 'Bertha-von-Suttner-Gasse 10a-12a, 1220 Wien', 'description': 'ALLES NEU – Ihr Wohntraum in frischer Umgebung – PROVISIONSFREI + 2 Monatsmieten geschenkt!', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fb90bfc978661a4a89acd5', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.29163384437561035, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '62fccd1c937346c08c3b154f', 'links': {'targetURL': '/expose/62fccd1c937346c08c3b154f'}, 'priceKeyFacts': [{'value': '769,88 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '44,82 m²', 'label': 'Fläche'}, {'value': '3', 'label': 'Etage'}]}","{'full_address': 'Bertha-von-Suttner-Gasse 10a-12a, 1220 Wien', 'description': 'ALLES NEU – Ihr Wohntraum in frischer Umgebung – PROVISIONSFREI + 2 Monatsmieten geschenkt!', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fb90bfc978661a4a89acd5', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.29163384437561035, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '62fccd1c937346c08c3b1552', 'links': {'targetURL': '/expose/62fccd1c937346c08c3b1552'}, 'priceKeyFacts': [{'value': '769,88 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '44,82 m²', 'label': 'Fläche'}, {'value': '3', 'label': 'Etage'}]}","{'full_address': 'Bertha-von-Suttner-Gasse 10a-12a, 1220 Wien', 'description': 'ALLES NEU – Ihr Wohntraum in frischer Umgebung – PROVISIONSFREI + 2 Monatsmieten geschenkt!', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fb90bfc978661a4a89acd5', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.29163384437561035, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '62fe316f610373b9552d6edf', 'links': {'targetURL': '/expose/62fe316f610373b9552d6edf'}, 'priceKeyFacts': [{'value': '789,81 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '44,82 m²', 'label': 'Fläche'}, {'value': '7', 'label': 'Etage'}]}","{'full_address': 'Bertha-von-Suttner-Gasse 10a-12a, 1220 Wien', 'description': 'ALLES NEU – Ihr Wohntraum in frischer Umgebung – PROVISIONSFREI + 2 Monatsmieten geschenkt!', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fb90bfc978661a4a89acd5', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.29163384437561035, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '62fe3171249019a4c6cd5485', 'links': {'targetURL': '/expose/62fe3171249019a4c6cd5485'}, 'priceKeyFacts': [{'value': '779,57 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '44,82 m²', 'label': 'Fläche'}, {'value': '5', 'label': 'Etage'}]}","{'full_address': 'Bertha-von-Suttner-Gasse 10a-12a, 1220 Wien', 'description': 'ALLES NEU – Ihr Wohntraum in frischer Umgebung – PROVISIONSFREI + 2 Monatsmieten geschenkt!', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fb90bfc978661a4a89acd5', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.29163384437561035, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '62fe3170249019a4c6cd547c', 'links': {'targetURL': '/expose/62fe3170249019a4c6cd547c'}, 'priceKeyFacts': [{'value': '789,81 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '44,82 m²', 'label': 'Fläche'}, {'value': '6', 'label': 'Etage'}]}","{'full_address': 'Bertha-von-Suttner-Gasse 10a-12a, 1220 Wien', 'description': 'ALLES NEU – Ihr Wohntraum in frischer Umgebung – PROVISIONSFREI + 2 Monatsmieten geschenkt!', 'devproject_link': 'http://www.immobilienscout24.at/expose/62fb90bfc978661a4a89acd5', 'contact': 'Julian Kukacka', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.29163384437561035, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '6305e4c1f10f9119e13dc2c1', 'links': {'targetURL': '/expose/6305e4c1f10f9119e13dc2c1'}, 'priceKeyFacts': [{'value': '719 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '40,12 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Pogrelzstraße 83, 1220 Wien', 'description': 'Moderner Erstbezug in bester Lage in der schönen Donaustadt', 'devproject_link': 'http://www.immobilienscout24.at/expose/62b1e5cac50f41214769e220', 'contact': 'Pauline Socha', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.21580791473388672, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '63087ff429786955249b81c3', 'links': {'targetURL': '/expose/63087ff429786955249b81c3'}, 'priceKeyFacts': [{'value': '696 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '40,12 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Pogrelzstraße 83, 1220 Wien', 'description': 'Moderner Erstbezug in bester Lage in der schönen Donaustadt', 'devproject_link': 'http://www.immobilienscout24.at/expose/62b1e5cac50f41214769e220', 'contact': 'Pauline Socha', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.21580791473388672, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '630dc0006650ea9b437756fc', 'links': {'targetURL': '/expose/630dc0006650ea9b437756fc'}, 'priceKeyFacts': [{'value': '696 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '40,12 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Pogrelzstraße 83, 1220 Wien', 'description': 'Moderner Erstbezug in bester Lage in der schönen Donaustadt', 'devproject_link': 'http://www.immobilienscout24.at/expose/62b1e5cac50f41214769e220', 'contact': 'Pauline Socha', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.21580791473388672, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '6319a3e6d45eeaa7630ab88b', 'links': {'targetURL': '/expose/6319a3e6d45eeaa7630ab88b'}, 'priceKeyFacts': [{'value': '695,97 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '40,1 m²', 'label': 'Fläche'}, {'value': '2', 'label': 'Etage'}]}","{'full_address': 'Pogrelzstraße 83, 1220 Wien', 'description': 'Moderner Erstbezug in bester Lage in der schönen Donaustadt', 'devproject_link': 'http://www.immobilienscout24.at/expose/62b1e5cac50f41214769e220', 'contact': 'Pauline Socha', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.21580791473388672, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '630dbc079cdd4cf4a9695c23', 'links': {'targetURL': '/expose/630dbc079cdd4cf4a9695c23'}, 'priceKeyFacts': [{'value': '696 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '40,17 m²', 'label': 'Fläche'}, {'value': '2', 'label': 'Etage'}]}","{'full_address': 'Pogrelzstraße 83, 1220 Wien', 'description': 'Moderner Erstbezug in bester Lage in der schönen Donaustadt', 'devproject_link': 'http://www.immobilienscout24.at/expose/62b1e5cac50f41214769e220', 'contact': 'Pauline Socha', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.21580791473388672, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '63107b1dd41621d7cec9763b', 'links': {'targetURL': '/expose/63107b1dd41621d7cec9763b'}, 'priceKeyFacts': [{'value': '696 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '40,13 m²', 'label': 'Fläche'}, {'value': '2', 'label': 'Etage'}]}","{'full_address': 'Pogrelzstraße 83, 1220 Wien', 'description': 'Moderner Erstbezug in bester Lage in der schönen Donaustadt', 'devproject_link': 'http://www.immobilienscout24.at/expose/62b1e5cac50f41214769e220', 'contact': 'Pauline Socha', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.21580791473388672, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '6305e4c1a96b146c74299c38', 'links': {'targetURL': '/expose/6305e4c1a96b146c74299c38'}, 'priceKeyFacts': [{'value': '695,98 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '40,11 m²', 'label': 'Fläche'}, {'value': '2', 'label': 'Etage'}]}","{'full_address': 'Pogrelzstraße 83, 1220 Wien', 'description': 'Moderner Erstbezug in bester Lage in der schönen Donaustadt', 'devproject_link': 'http://www.immobilienscout24.at/expose/62b1e5cac50f41214769e220', 'contact': 'Pauline Socha', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.21580791473388672, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '62e8e090de1080b0c06ad734', 'links': {'targetURL': '/expose/62e8e090de1080b0c06ad734'}, 'priceKeyFacts': [{'value': '695,98 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '40,96 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Pogrelzstraße 83, 1220 Wien', 'description': 'Moderner Erstbezug in bester Lage in der schönen Donaustadt', 'devproject_link': 'http://www.immobilienscout24.at/expose/62b1e5cac50f41214769e220', 'contact': 'Pauline Socha', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.21580791473388672, 'depth': 0}"
"{'badges': [{'label': 'Balkon', 'value': 'BALCONY'}, {'label': 'Terrasse', 'value': 'TERRACE'}, {'label': 'Parkplatz', 'value': 'PARKING_BASEMENT_GARAGE'}], 'exposeId': '630c763c2c839701218bddb2', 'links': {'targetURL': '/expose/630c763c2c839701218bddb2'}, 'priceKeyFacts': [{'value': '695,98 €', 'label': None}], 'mainKeyFacts': [{'value': '2', 'label': 'Zimmer'}, {'value': '40,9 m²', 'label': 'Fläche'}, {'value': '1', 'label': 'Etage'}]}","{'full_address': 'Pogrelzstraße 83, 1220 Wien', 'description': 'Moderner Erstbezug in bester Lage in der schönen Donaustadt', 'devproject_link': 'http://www.immobilienscout24.at/expose/62b1e5cac50f41214769e220', 'contact': 'Pauline Socha', 'company': 'teamneunzehn-Gruppe', 'download_timeout': 180.0, 'download_slot': 'www.immobilienscout24.at', 'download_latency': 0.21580791473388672, 'depth': 0}"
